"DateTime","Ensemble ET","eeMetric ET","SSEBop ET","SIMS ET","PT-JPL ET","DisALEXI ET","geeSEBAL ET","Precip (gridMET)","Reference ET (ETo)","NDVI",
"2022-09-16 00:00:00",3.522,4.443,4.495,3.787,2.287,3.349,2.589,0.149,4.682,0.62,
"2022-09-17 00:00:00",4.131,5.075,5.088,4.39,2.967,3.93,3.187,16.049,5.421,0.621,
"2022-09-18 00:00:00",4.589,5.491,5.453,4.82,3.604,4.368,3.704,0,5.946,0.622,
"2022-09-19 00:00:00",4.56,5.315,5.226,4.735,3.88,4.343,3.84,0,5.836,0.622,
"2022-09-20 00:00:00",4.75,5.392,5.248,4.877,4.345,4.526,4.161,0,6.005,0.623,
"2022-09-21 00:00:00",2.857,3.159,3.042,2.901,2.792,2.724,2.598,11.57,3.568,0.623,
"2022-09-22 00:00:00",1.261,1.358,1.293,1.266,1.309,1.203,1.187,1.104,1.556,0.624,
"2022-09-23 00:00:00",1.768,1.854,1.745,1.756,1.94,1.687,1.721,6.77,2.156,0.624,
"2022-09-24 00:00:00",2.846,2.906,2.702,2.797,3.289,2.717,2.858,0,3.43,0.625,
"2022-09-25 00:00:00",3.077,3.179,2.99,3.088,3.475,2.904,3.004,0,3.823,0.618,
"2022-09-26 00:00:00",2.573,2.692,2.56,2.639,2.834,2.398,2.435,0,3.298,0.611,
"2022-09-27 00:00:00",2.865,3.038,2.924,3.007,3.072,2.636,2.621,0,3.793,0.604,
"2022-09-28 00:00:00",2.956,3.179,3.096,3.177,3.076,2.681,2.604,0,4.046,0.597,
"2022-09-29 00:00:00",3.028,3.304,3.257,3.335,3.049,2.703,2.557,0,4.289,0.59,
"2022-09-30 00:00:00",2.867,3.178,3.173,3.241,2.783,2.516,2.31,0,4.21,0.583,
"2022-10-01 00:00:00",2.672,3.011,3.045,3.103,2.489,2.301,2.041,0,4.07,0.576,
"2022-10-02 00:00:00",2.402,2.755,2.824,2.871,2.138,2.027,1.727,0,3.803,0.569,
"2022-10-03 00:00:00",2.746,3.105,3.176,3.236,2.485,2.301,1.982,0,4.347,0.561,
"2022-10-04 00:00:00",2.36,2.631,2.686,2.742,2.171,1.964,1.711,0,3.736,0.552,
"2022-10-05 00:00:00",2.125,2.335,2.379,2.434,1.987,1.756,1.548,0,3.364,0.543,
"2022-10-06 00:00:00",2.415,2.615,2.659,2.726,2.294,1.982,1.767,0,3.823,0.534,
"2022-10-07 00:00:00",1.089,1.162,1.179,1.212,1.051,0.888,0.8,1.446,1.724,0.526,
"2022-10-08 00:00:00",1.468,1.543,1.562,1.609,1.439,1.188,1.084,0,2.325,0.517,
"2022-10-09 00:00:00",1.974,2.044,2.064,2.131,1.966,1.587,1.464,0,3.127,0.508,
"2022-10-10 00:00:00",1.962,1.999,2.014,2.085,1.982,1.566,1.461,0,3.107,0.499,
"2022-10-11 00:00:00",2.706,2.761,2.734,2.814,2.656,2.292,2.195,20.3,4.242,0.493,
"2022-10-12 00:00:00",2.119,2.164,2.107,2.155,2.019,1.896,1.858,0,3.289,0.487,
"2022-10-13 00:00:00",2.364,2.416,2.313,2.351,2.186,2.225,2.223,0,3.632,0.481,
"2022-10-14 00:00:00",2.726,2.789,2.625,2.652,2.446,2.69,2.735,0,4.147,0.475,
"2022-10-15 00:00:00",1.733,1.775,1.643,1.65,1.508,1.789,1.846,0,2.611,0.469,
"2022-10-16 00:00:00",1.643,1.684,1.532,1.529,1.386,1.767,1.848,0,2.45,0.463,
"2022-10-17 00:00:00",1.542,1.582,1.416,1.404,1.261,1.726,1.826,0,2.279,0.457,
"2022-10-18 00:00:00",1.23,1.263,1.112,1.095,0.975,1.429,1.528,0,1.8,0.45,
"2022-10-19 00:00:00",1.592,1.579,1.444,1.296,1.263,1.817,1.932,0,2.325,0.432,
"2022-10-20 00:00:00",2.484,2.379,2.261,1.835,1.974,2.786,2.942,0,3.621,0.413,
"2022-10-21 00:00:00",3.712,3.427,3.39,2.463,2.954,4.09,4.291,0,5.401,0.394,
"2022-10-22 00:00:00",3.313,2.945,3.036,1.95,2.641,3.585,3.736,0,4.812,0.376,
"2022-10-23 00:00:00",3.858,3.299,3.548,1.983,3.08,4.1,4.241,0,5.593,0.357,
"2022-10-24 00:00:00",0.324,0.266,0.299,0.143,0.259,0.338,0.347,9.628,0.469,0.338,
"2022-10-25 00:00:00",1.498,1.179,1.387,0.548,1.199,1.534,1.562,0,2.164,0.32,
"2022-10-26 00:00:00",1.469,1.107,1.365,0.429,1.178,1.476,1.491,0,2.118,0.301,
"2022-10-27 00:00:00",1.713,1.249,1.683,0.506,1.475,1.803,1.685,3.672,2.496,0.301,
"2022-10-28 00:00:00",1.048,0.738,1.086,0.313,0.966,1.154,0.997,0,1.543,0.301,
"2022-10-29 00:00:00",1.21,0.82,1.321,0.365,1.19,1.393,1.111,0,1.8,0.301,
"2022-10-30 00:00:00",1.197,0.78,1.374,0.365,1.253,1.439,1.058,0,1.8,0.302,
"2022-10-31 00:00:00",1.705,1.065,2.055,0.527,1.894,2.139,1.448,0,2.592,0.302,
"2022-11-01 00:00:00",2.774,1.657,3.508,0.867,3.266,3.629,2.259,0,4.265,0.302,
"2022-11-02 00:00:00",2.872,1.636,3.806,0.908,3.576,3.914,2.236,0,4.466,0.302,
"2022-11-03 00:00:00",1.411,0.763,1.957,0.451,1.854,2.002,1.046,20.558,2.219,0.302,
"2022-11-04 00:00:00",0.177,0.087,0.236,0.055,0.209,0.251,0.112,67.219,0.271,0.303,
"2022-11-05 00:00:00",1.598,0.709,2.037,0.482,1.672,2.259,0.839,0,2.369,0.303,
"2022-11-06 00:00:00",1.393,0.556,1.704,0.409,1.286,1.966,0.593,0,2.008,0.303,
"2022-11-07 00:00:00",2.091,0.746,2.455,0.598,1.688,2.946,0.693,0,2.932,0.303,
"2022-11-08 00:00:00",1.825,0.578,2.058,0.508,1.273,2.567,0.442,0,2.491,0.303,
"2022-11-09 00:00:00",2.476,0.691,2.684,0.672,1.469,3.478,0.391,0,3.293,0.303,
"2022-11-10 00:00:00",0.771,0.187,0.804,0.204,0.381,1.082,0.06,0,1,0.304,
"2022-11-11 00:00:00",1.087,0.227,1.091,0.281,0.435,1.523,0.002,0,1.376,0.304,
"2022-11-12 00:00:00",0.727,0.159,0.741,0.205,0.303,1.048,0.05,0,0.993,0.305,
"2022-11-13 00:00:00",1.049,0.241,1.087,0.325,0.456,1.56,0.154,0,1.556,0.306,
"2022-11-14 00:00:00",0.445,0.108,0.471,0.153,0.203,0.686,0.107,1.914,0.722,0.307,
"2022-11-15 00:00:00",0.459,0.119,0.498,0.176,0.223,0.739,0.162,0,0.824,0.308,
"2022-11-16 00:00:00",0.462,0.129,0.515,0.199,0.239,0.781,0.227,0,0.924,0.309,
"2022-11-17 00:00:00",0.549,0.167,0.635,0.271,0.308,0.986,0.367,0,1.244,0.31,
"2022-11-18 00:00:00",0.45,0.152,0.543,0.259,0.277,0.869,0.404,0,1.174,0.311,
"2022-11-19 00:00:00",0.44,0.168,0.563,0.302,0.304,0.932,0.532,0,1.354,0.312,
"2022-11-20 00:00:00",0.734,0.446,0.888,0.514,0.713,1.405,0.874,0,2.246,0.314,
"2022-11-21 00:00:00",0.504,0.419,0.575,0.361,0.63,0.864,0.591,0,1.535,0.316,
"2022-11-22 00:00:00",0.659,0.694,0.707,0.482,1.005,1,0.761,0,1.998,0.319,
"2022-11-23 00:00:00",0.58,0.738,0.582,0.432,1.042,0.766,0.659,0,1.748,0.321,
"2022-11-24 00:00:00",0.275,0.409,0.257,0.209,0.568,0.31,0.307,0,0.824,0.323,
"2022-11-25 00:00:00",0.397,0.676,0.346,0.307,0.926,0.371,0.437,0,1.184,0.326,
"2022-11-26 00:00:00",0.3,0.576,0.242,0.237,0.78,0.224,0.325,9.996,0.892,0.328,
"2022-11-27 00:00:00",0.32,0.681,0.237,0.257,0.915,0.178,0.341,0,0.946,0.33,
"2022-11-28 00:00:00",0.769,1.29,0.565,0.529,1.778,0.525,0.728,0,1.865,0.336,
"2022-11-29 00:00:00",0.411,0.56,0.3,0.25,0.793,0.316,0.355,0,0.845,0.342,
"2022-11-30 00:00:00",0.506,0.573,0.368,0.278,0.835,0.422,0.406,0,0.903,0.348,
"2022-12-01 00:00:00",1.657,1.582,1.2,0.837,2.377,1.464,1.253,0,2.613,0.353,
"2022-12-02 00:00:00",2.046,1.665,1.478,0.96,2.585,1.887,1.471,0,2.888,0.359,
"2022-12-03 00:00:00",0.646,0.453,0.466,0.284,0.727,0.616,0.445,0,0.826,0.365,
"2022-12-04 00:00:00",1.022,0.619,0.735,0.425,1.033,1.001,0.678,0,1.193,0.371,
"2022-12-05 00:00:00",0.95,0.501,0.682,0.376,0.869,0.951,0.611,0,1.021,0.377,
"2022-12-06 00:00:00",0.495,0.264,0.368,0.218,0.495,0.523,0.316,0,0.572,0.382,
"2022-12-07 00:00:00",0.45,0.243,0.347,0.221,0.495,0.503,0.284,0.489,0.562,0.388,
"2022-12-08 00:00:00",0.202,0.111,0.163,0.111,0.246,0.242,0.126,1.216,0.275,0.394,
"2022-12-09 00:00:00",0.26,0.146,0.221,0.162,0.354,0.334,0.16,0,0.389,0.4,
"2022-12-10 00:00:00",0.291,0.167,0.261,0.206,0.444,0.405,0.175,0,0.48,0.406,
"2022-12-11 00:00:00",0.254,0.15,0.243,0.207,0.441,0.387,0.149,0,0.47,0.411,
"2022-12-12 00:00:00",0.446,0.272,0.463,0.426,0.895,0.757,0.255,15.507,0.939,0.417,
"2022-12-13 00:00:00",0.46,0.293,0.525,0.523,1.087,0.885,0.252,4.436,1.123,0.423,
"2022-12-14 00:00:00",0.538,0.374,0.63,0.577,1.214,0.997,0.296,0,1.295,0.413,
"2022-12-15 00:00:00",0.622,0.468,0.746,0.628,1.34,1.112,0.344,0,1.479,0.402,
"2022-12-16 00:00:00",0.557,0.45,0.684,0.529,1.144,0.959,0.31,0,1.306,0.392,
"2022-12-17 00:00:00",0.475,0.41,0.597,0.423,0.93,0.788,0.266,0,1.101,0.382,
"2022-12-18 00:00:00",0.411,0.375,0.527,0.342,0.765,0.656,0.231,4.405,0.939,0.371,
"2022-12-19 00:00:00",0.168,0.162,0.219,0.13,0.296,0.257,0.094,2.656,0.378,0.361,
"2022-12-20 00:00:00",0.082,0.084,0.11,0.059,0.138,0.121,0.047,0,0.184,0.351,
"2022-12-21 00:00:00",0.042,0.044,0.057,0.028,0.066,0.059,0.024,2.714,0.092,0.34,
"2022-12-22 00:00:00",0.042,0.047,0.058,0.026,0.063,0.057,0.024,0,0.092,0.33,
"2022-12-23 00:00:00",0.324,0.375,0.455,0.183,0.459,0.423,0.185,0,0.695,0.32,
"2022-12-24 00:00:00",0.313,0.376,0.446,0.161,0.418,0.392,0.18,0,0.664,0.309,
"2022-12-25 00:00:00",0.419,0.522,0.607,0.196,0.526,0.503,0.242,0.416,0.879,0.299,
"2022-12-26 00:00:00",0.265,0.342,0.391,0.111,0.313,0.305,0.154,0,0.551,0.289,
"2022-12-27 00:00:00",0.771,1.028,1.152,0.288,0.85,0.848,0.448,0,1.582,0.278,
"2022-12-28 00:00:00",1.03,1.415,1.56,0.338,1.058,1.082,0.601,0,2.089,0.268,
"2022-12-29 00:00:00",0.804,1.138,1.234,0.229,0.767,0.806,0.471,0,1.613,0.257,
"2022-12-30 00:00:00",0.41,0.569,0.622,0.117,0.394,0.416,0.243,0,0.826,0.258,
"2022-12-31 00:00:00",0.642,0.873,0.961,0.184,0.621,0.659,0.385,0,1.296,0.258,
