Date,ET_mm_ensemble,ET_mm_eemetric,ET_mm_ssebop,ET_mm_sims,ET_mm_ptjpl,ET_mm_disalexi,ET_mm_geesebal,precip_mm_gridmet,ETo_mm_gridmet,NDVI
2021-01-01T00:00:00Z,1.333,0.144,0.453,0.089,0.581,1.333,1.333,0.492,0.952,0.217
2021-01-02T00:00:00Z,1.016,0.103,0.349,0.066,0.447,1.016,1.016,0,0.725,0.216
2021-01-03T00:00:00Z,1.751,0.168,0.609,0.112,0.779,1.751,1.751,0,1.251,0.214
2021-01-04T00:00:00Z,1.818,0.163,0.64,0.113,0.817,1.818,1.818,0,1.299,0.212
2021-01-05T00:00:00Z,2.5,0.209,0.89,0.151,1.135,2.5,2.5,0,1.786,0.21
2021-01-06T00:00:00Z,1.375,0.107,0.495,0.081,0.63,1.375,1.375,0.867,0.982,0.208
2021-01-07T00:00:00Z,0.625,0.045,0.228,0.036,0.289,0.625,0.625,0,0.447,0.206
2021-01-08T00:00:00Z,0.965,0.041,0.23,0.035,0.292,1.203,0.929,0,0.447,0.205
2021-01-09T00:00:00Z,0.75,0.045,0.262,0.043,0.328,0.75,0.75,0,0.536,0.207
2021-01-10T00:00:00Z,0.64,0.034,0.211,0.038,0.26,0.64,0.64,0,0.457,0.21
2021-01-11T00:00:00Z,1.875,0.089,0.579,0.116,0.704,1.875,1.875,0,1.34,0.212
2021-01-12T00:00:00Z,2.258,0.103,0.718,0.158,0.857,2.485,2.153,0,1.775,0.215
2021-01-13T00:00:00Z,2.251,0.106,0.807,0.197,0.943,2.868,2.135,0,2.143,0.217
2021-01-14T00:00:00Z,1.857,0.092,0.782,0.213,0.891,2.394,1.748,0,2.243,0.22
2021-01-15T00:00:00Z,0.818,0.044,0.433,0.132,0.478,1.074,0.759,0,1.35,0.223
2021-01-16T00:00:00Z,0.488,0.031,0.373,0.128,0.396,0.667,0.439,0,1.272,0.225
2021-01-17T00:00:00Z,0.261,0.025,0.429,0.168,0.434,0.409,0.208,0,1.618,0.228
2021-01-18T00:00:00Z,0.221,0.051,0.356,0.139,0.368,0.346,0.175,0,1.35,0.227
2021-01-19T00:00:00Z,0.237,0.085,0.374,0.146,0.396,0.371,0.187,0,1.429,0.227
2021-01-20T00:00:00Z,0.391,0.19,0.604,0.236,0.654,0.612,0.308,0,2.322,0.226
2021-01-21T00:00:00Z,0.29,0.176,0.439,0.172,0.485,0.453,0.227,0,1.697,0.226
2021-01-22T00:00:00Z,0.172,0.125,0.255,0.1,0.288,0.269,0.134,0,0.993,0.225
2021-01-23T00:00:00Z,0.225,0.19,0.327,0.128,0.378,0.351,0.175,0.586,1.281,0.225
2021-01-24T00:00:00Z,0.159,0.152,0.227,0.089,0.267,0.248,0.123,5.469,0.893,0.224
2021-01-25T00:00:00Z,0.081,0.086,0.113,0.044,0.136,0.125,0.062,14.775,0.447,0.224
2021-01-26T00:00:00Z,0.098,0.115,0.134,0.053,0.165,0.152,0.075,3.769,0.536,0.223
2021-01-27T00:00:00Z,0.083,0.106,0.111,0.044,0.139,0.129,0.063,0.049,0.447,0.223
2021-01-28T00:00:00Z,0.177,0.244,0.233,0.091,0.298,0.274,0.135,0,0.941,0.222
2021-01-29T00:00:00Z,0.301,0.443,0.387,0.152,0.506,0.465,0.228,0,1.578,0.222
2021-01-30T00:00:00Z,0.31,0.487,0.392,0.154,0.523,0.48,0.234,9.312,1.608,0.221
2021-01-31T00:00:00Z,0.19,0.316,0.235,0.093,0.32,0.293,0.143,0,0.971,0.221
2021-02-01T00:00:00Z,0.211,0.37,0.256,0.101,0.356,0.326,0.158,0,1.066,0.22
2021-02-02T00:00:00Z,0.379,0.699,0.452,0.178,0.641,0.585,0.283,0,1.893,0.22
2021-02-03T00:00:00Z,0.598,1.153,0.699,0.276,1.011,0.922,0.445,0,2.948,0.219
2021-02-04T00:00:00Z,0.221,0.445,0.254,0.1,0.374,0.341,0.164,0,1.077,0.219
2021-02-05T00:00:00Z,0.304,0.638,0.343,0.135,0.515,0.468,0.225,0,1.465,0.218
2021-02-06T00:00:00Z,0.122,0.266,0.135,0.053,0.207,0.188,0.09,0.867,0.581,0.218
2021-02-07T00:00:00Z,0.082,0.186,0.089,0.035,0.14,0.127,0.061,0,0.387,0.217
2021-02-08T00:00:00Z,0.125,0.292,0.133,0.053,0.212,0.192,0.092,0,0.581,0.217
2021-02-09T00:00:00Z,0.15,0.361,0.157,0.062,0.255,0.23,0.11,0,0.69,0.216
2021-02-10T00:00:00Z,0.168,0.417,0.172,0.068,0.285,0.257,0.122,0,0.763,0.216
2021-02-11T00:00:00Z,0.108,0.275,0.109,0.043,0.183,0.165,0.078,0,0.484,0.215
2021-02-12T00:00:00Z,0.109,0.286,0.108,0.043,0.185,0.167,0.079,0,0.484,0.215
2021-02-13T00:00:00Z,0.135,0.363,0.131,0.052,0.229,0.206,0.097,0,0.593,0.214
2021-02-14T00:00:00Z,0.081,0.225,0.078,0.031,0.139,0.124,0.059,0.655,0.354,0.214
2021-02-15T00:00:00Z,0.05,0.142,0.047,0.019,0.086,0.077,0.036,1.951,0.217,0.214
2021-02-16T00:00:00Z,0.091,0.263,0.084,0.033,0.155,0.139,0.065,0.21,0.387,0.213
2021-02-17T00:00:00Z,0.161,0.475,0.145,0.058,0.274,0.245,0.115,0,0.678,0.213
2021-02-18T00:00:00Z,0.209,0.039,0.185,0.074,0.356,0.318,0.149,0,0.872,0.212
2021-02-19T00:00:00Z,0.393,0.069,0.343,0.136,0.671,0.599,0.279,0,1.624,0.212
2021-02-20T00:00:00Z,0.573,0.094,0.491,0.195,0.979,0.873,0.406,0,2.345,0.211
2021-02-21T00:00:00Z,0.472,0.072,0.398,0.158,0.808,0.72,0.334,0,1.915,0.211
2021-02-22T00:00:00Z,0.909,0.128,0.752,0.299,1.555,1.384,0.642,0,3.649,0.21
2021-02-23T00:00:00Z,1.097,0.143,0.891,0.355,1.877,1.669,0.772,0,4.359,0.21
2021-02-24T00:00:00Z,0.08,0.009,0.064,0.025,0.136,0.121,0.056,0,0.313,0.209
2021-02-25T00:00:00Z,0.099,0.011,0.078,0.031,0.17,0.151,0.07,0,0.387,0.209
2021-02-26T00:00:00Z,0.229,0.022,0.176,0.07,0.392,0.347,0.16,0,0.883,0.208
2021-02-27T00:00:00Z,0.453,0.04,0.343,0.137,0.776,0.687,0.316,0,1.732,0.208
2021-02-28T00:00:00Z,1.01,0.079,0.751,0.3,1.733,1.534,0.704,0,3.83,0.207
2021-03-01T00:00:00Z,1.046,0.071,0.764,0.306,1.795,1.587,0.727,0,3.928,0.207
2021-03-02T00:00:00Z,0.904,0.053,0.649,0.26,1.553,1.372,0.627,0,3.367,0.206
2021-03-03T00:00:00Z,0.834,0.041,0.588,0.236,1.432,1.264,0.577,0,3.076,0.206
2021-03-04T00:00:00Z,0.844,0.033,0.585,0.235,1.451,1.279,0.583,0,3.086,0.205
2021-03-05T00:00:00Z,0.642,0.019,0.437,0.176,1.104,0.973,0.443,0,2.327,0.205
2021-03-06T00:00:00Z,0.937,0.02,0.627,0.252,1.612,1.419,0.645,0,3.367,0.204
2021-03-07T00:00:00Z,1.234,0.026,0.848,0.354,2.184,1.877,0.848,0,4.542,0.207
2021-03-08T00:00:00Z,1.316,0.027,0.929,0.402,2.398,2.01,0.902,0,4.967,0.209
2021-03-09T00:00:00Z,1.387,0.029,1.007,0.452,2.604,2.13,0.949,0,5.373,0.212
2021-03-10T00:00:00Z,1.132,0.024,0.845,0.392,2.19,1.746,0.772,0,4.501,0.214
2021-03-11T00:00:00Z,0.618,0.013,0.475,0.228,1.234,0.959,0.421,0,2.526,0.217
2021-03-12T00:00:00Z,0.267,0.006,0.212,0.105,0.55,0.417,0.181,9.079,1.122,0.219
2021-03-13T00:00:00Z,0.209,0.004,0.171,0.087,0.445,0.328,0.142,14.075,0.904,0.222
2021-03-14T00:00:00Z,0.206,0.004,0.173,0.091,0.453,0.325,0.139,8.028,0.916,0.224
2021-03-15T00:00:00Z,0.419,0.009,0.364,0.197,0.954,0.665,0.282,0.275,1.922,0.227
2021-03-16T00:00:00Z,0.465,0.009,0.418,0.232,1.097,0.744,0.312,20.47,2.203,0.229
2021-03-17T00:00:00Z,0.1,0.002,0.093,0.053,0.245,0.161,0.067,8.652,0.49,0.232
2021-03-18T00:00:00Z,0.456,0.009,0.44,0.257,1.158,0.74,0.304,0,2.307,0.234
2021-03-19T00:00:00Z,0.456,0.009,0.456,0.274,1.204,0.746,0.303,0,2.389,0.237
2021-03-20T00:00:00Z,0.668,0.013,0.694,0.427,1.836,1.103,0.441,0,3.628,0.239
2021-03-21T00:00:00Z,0.76,0.015,0.821,0.517,2.175,1.266,0.499,0,4.282,0.242
2021-03-22T00:00:00Z,0.362,0.022,0.375,0.229,0.961,0.592,0.246,5.965,2.018,0.236
2021-03-23T00:00:00Z,0.254,0.026,0.252,0.149,0.624,0.409,0.178,4.984,1.403,0.23
2021-03-24T00:00:00Z,0.367,0.051,0.348,0.199,0.829,0.581,0.264,0,2.007,0.224
2021-03-25T00:00:00Z,0.161,0.029,0.146,0.08,0.333,0.251,0.12,0.126,0.874,0.218
2021-03-26T00:00:00Z,0.44,0.095,0.381,0.2,0.826,0.673,0.335,23.485,2.361,0.213
2021-03-27T00:00:00Z,0.395,0.1,0.327,0.163,0.669,0.594,0.308,0,2.1,0.207
2021-03-28T00:00:00Z,0.593,0.171,0.466,0.219,0.895,0.876,0.474,0,3.12,0.201
2021-03-29T00:00:00Z,1.261,0.41,0.944,0.414,1.679,1.834,1.032,0,6.577,0.195
2021-03-30T00:00:00Z,0.602,0.191,0.432,0.197,0.846,0.883,0.471,0,3.026,0.196
2021-03-31T00:00:00Z,0.597,0.185,0.411,0.195,0.88,0.883,0.447,0,2.899,0.198
2021-04-01T00:00:00Z,0.694,0.211,0.459,0.225,1.067,1.033,0.498,0,3.256,0.199
2021-04-02T00:00:00Z,1.309,0.389,0.832,0.423,2.09,1.96,0.902,0,5.94,0.201
2021-04-03T00:00:00Z,1.129,0.329,0.69,0.364,1.866,1.701,0.747,0,4.963,0.202
2021-04-04T00:00:00Z,1.371,0.392,0.808,0.44,2.339,2.078,0.872,0,5.844,0.204
2021-04-05T00:00:00Z,1.376,0.387,0.782,0.44,2.416,2.097,0.842,0,5.694,0.205
2021-04-06T00:00:00Z,0.742,0.205,0.407,0.237,1.337,1.136,0.437,16.583,2.98,0.207
2021-04-07T00:00:00Z,0.293,0.08,0.155,0.093,0.541,0.451,0.167,17.689,1.145,0.208
2021-04-08T00:00:00Z,1.03,0.275,0.527,0.327,1.943,1.591,0.564,0.95,3.912,0.21
2021-04-09T00:00:00Z,0.866,0.228,0.429,0.274,1.669,1.344,0.458,9.755,3.204,0.211
2021-04-10T00:00:00Z,0.927,0.24,0.444,0.293,1.821,1.444,0.473,0,3.34,0.213
2021-04-11T00:00:00Z,1.222,0.312,0.567,0.385,2.445,1.911,0.603,0,4.295,0.214
2021-04-12T00:00:00Z,1.033,0.261,0.465,0.325,2.102,1.622,0.492,0,3.542,0.216
2021-04-13T00:00:00Z,1.027,0.256,0.448,0.322,2.122,1.617,0.473,0,3.436,0.217
2021-04-14T00:00:00Z,0.967,0.238,0.409,0.303,2.028,1.528,0.431,0,3.16,0.219
2021-04-15T00:00:00Z,0.819,0.198,0.373,0.291,1.679,1.271,0.372,1.992,2.683,0.226
2021-04-16T00:00:00Z,0.352,0.084,0.172,0.14,0.705,0.537,0.163,8.51,1.156,0.232
2021-04-17T00:00:00Z,0.663,0.155,0.345,0.291,1.297,0.993,0.312,0,2.183,0.239
2021-04-18T00:00:00Z,1.044,0.24,0.578,0.502,1.993,1.534,0.501,0,3.447,0.246
2021-04-19T00:00:00Z,0.724,0.164,0.425,0.379,1.348,1.044,0.353,7.963,2.397,0.253
2021-04-20T00:00:00Z,0.805,0.179,0.499,0.456,1.46,1.138,0.4,1.625,2.672,0.26
2021-04-21T00:00:00Z,0.818,0.179,0.535,0.499,1.445,1.134,0.414,0,2.724,0.266
2021-04-22T00:00:00Z,0.886,0.19,0.609,0.579,1.523,1.203,0.456,0.864,2.959,0.273
2021-04-23T00:00:00Z,0.555,0.117,0.4,0.386,0.926,0.737,0.29,1.288,1.857,0.28
2021-04-24T00:00:00Z,1.166,0.241,0.88,0.863,1.889,1.516,0.62,0,3.913,0.287
2021-04-25T00:00:00Z,1.701,0.345,1.343,1.334,2.674,2.164,0.92,0,5.726,0.294
2021-04-26T00:00:00Z,2.19,0.436,1.804,1.815,3.335,2.722,1.204,0,7.392,0.3
2021-04-27T00:00:00Z,1.526,0.298,1.31,1.332,2.248,1.853,0.852,0,5.165,0.307
2021-04-28T00:00:00Z,0.859,0.164,0.767,0.788,1.223,1.018,0.488,3.029,2.916,0.314
2021-04-29T00:00:00Z,1.542,0.288,1.432,1.485,2.118,1.782,0.889,0,5.249,0.321
2021-04-30T00:00:00Z,1.691,0.309,1.629,1.705,2.237,1.904,0.99,0,5.771,0.328
2021-05-01T00:00:00Z,1.936,0.513,1.842,2.052,2.725,1.833,1.19,0,6.181,0.343
2021-05-02T00:00:00Z,1.34,0.453,1.261,1.482,1.987,1.058,0.859,1.223,4.021,0.358
2021-05-03T00:00:00Z,0.934,0.376,0.871,1.071,1.448,0.607,0.62,0.964,2.644,0.373
2021-05-04T00:00:00Z,1.425,0.655,1.316,1.686,2.293,0.749,0.975,0,3.815,0.388
2021-05-05T00:00:00Z,1.417,0.724,1.299,1.723,2.356,0.587,0.995,0,3.6,0.404
2021-05-06T00:00:00Z,1.756,0.979,1.597,2.186,3.003,0.55,1.262,0,4.243,0.419
2021-05-07T00:00:00Z,1.638,0.982,1.48,2.083,2.872,0.364,1.202,0,3.774,0.434
2021-05-08T00:00:00Z,2.307,1.472,2.071,2.99,4.138,0.32,1.724,20.419,5.081,0.449
2021-05-09T00:00:00Z,0.744,0.478,0.667,0.945,1.295,0.147,0.573,0,1.582,0.456
2021-05-10T00:00:00Z,1.361,0.879,1.219,1.693,2.301,0.344,1.075,0,2.795,0.463
2021-05-11T00:00:00Z,1.206,0.784,1.08,1.473,1.984,0.367,0.976,0,2.397,0.471
2021-05-12T00:00:00Z,1.675,1.093,1.498,2.008,2.681,0.59,1.385,0,3.222,0.478
2021-05-13T00:00:00Z,2.312,1.517,2.066,2.725,3.607,0.919,1.952,0.057,4.313,0.485
2021-05-14T00:00:00Z,2.687,1.771,2.399,3.114,4.088,1.181,2.311,7.578,4.863,0.492
2021-05-15T00:00:00Z,2.233,1.478,1.993,2.548,3.318,1.072,1.954,56.882,3.925,0.499
2021-05-16T00:00:00Z,1.229,0.817,1.096,1.381,1.783,0.636,1.093,32.102,2.099,0.506
2021-05-17T00:00:00Z,2.031,1.355,1.81,2.249,2.882,1.124,1.833,0,3.375,0.513
2021-05-18T00:00:00Z,2.666,1.785,2.374,2.912,3.702,1.565,2.44,10.291,4.313,0.52
2021-05-19T00:00:00Z,1.987,1.334,1.768,2.141,2.701,1.23,1.842,1.179,3.131,0.528
2021-05-20T00:00:00Z,1.891,1.274,1.682,2.012,2.519,1.229,1.775,4.421,2.905,0.535
2021-05-21T00:00:00Z,3.288,2.222,2.924,3.455,4.295,2.232,3.123,1.058,4.928,0.542
2021-05-22T00:00:00Z,2.323,1.574,2.064,2.411,2.976,1.641,2.23,0.175,3.397,0.549
2021-05-23T00:00:00Z,2.669,1.814,2.371,2.739,3.356,1.955,2.588,0,3.812,0.556
2021-05-24T00:00:00Z,3.26,2.221,2.894,3.308,4.025,2.47,3.192,0.24,4.55,0.563
2021-05-25T00:00:00Z,2.975,2.033,2.641,2.987,3.61,2.326,2.941,0.195,4.06,0.57
2021-05-26T00:00:00Z,4.157,2.846,3.688,4.13,4.957,3.345,4.144,29.015,5.548,0.578
2021-05-27T00:00:00Z,2.225,1.527,1.973,2.188,2.609,1.839,2.236,1.067,2.906,0.585
2021-05-28T00:00:00Z,2.655,1.826,2.354,2.586,3.063,2.251,2.69,0,3.395,0.592
2021-05-29T00:00:00Z,2.89,1.992,2.561,2.789,3.282,2.508,2.95,0,3.62,0.599
2021-05-30T00:00:00Z,1.561,1.078,1.383,1.493,1.745,1.385,1.604,7.231,1.916,0.606
2021-05-31T00:00:00Z,1.094,0.757,0.969,1.037,1.205,0.991,1.132,9.436,1.316,0.613
2021-06-01T00:00:00Z,2.715,1.882,2.403,2.551,2.946,2.507,2.827,0,3.203,0.62
2021-06-02T00:00:00Z,3.718,2.582,3.29,3.464,3.977,3.498,3.896,0,4.303,0.627
2021-06-03T00:00:00Z,4.757,3.309,4.209,4.397,5.018,4.555,5.015,0,5.403,0.635
2021-06-04T00:00:00Z,5.621,3.916,4.971,5.154,5.847,5.471,5.959,0,6.267,0.642
2021-06-05T00:00:00Z,5.677,3.961,5.02,5.167,5.827,5.613,6.051,0,6.216,0.649
2021-06-06T00:00:00Z,5.192,3.628,4.589,4.69,5.259,5.21,5.563,0,5.585,0.656
2021-06-07T00:00:00Z,5.428,3.798,4.797,4.868,5.428,5.525,5.845,0,5.737,0.663
2021-06-08T00:00:00Z,5.512,3.862,4.869,4.908,5.444,5.686,5.963,0,5.727,0.67
2021-06-09T00:00:00Z,5.81,4.077,5.132,5.139,5.668,6.072,6.316,0,5.936,0.677
2021-06-10T00:00:00Z,4.874,4.136,4.393,5.229,5.468,5.985,4.378,0,5.915,0.693
2021-06-11T00:00:00Z,3.663,3.239,3.462,4.003,3.942,4.324,3.26,2.033,4.533,0.692
2021-06-12T00:00:00Z,4.499,4.146,4.458,5.009,4.628,5.087,3.967,0,5.678,0.692
2021-06-13T00:00:00Z,4.665,4.48,4.845,5.295,4.569,5.035,4.073,0,6.009,0.691
2021-06-14T00:00:00Z,4.474,4.476,4.868,5.178,4.152,4.588,3.865,0,5.883,0.69
2021-06-15T00:00:00Z,4.623,4.819,5.269,5.458,4.042,4.482,3.95,0,6.207,0.689
2021-06-16T00:00:00Z,5.547,6.026,6.622,6.685,4.54,5.054,4.685,0,7.61,0.689
2021-06-17T00:00:00Z,6.361,7.2,7.951,7.828,4.834,5.406,5.306,0,8.92,0.688
2021-06-18T00:00:00Z,5.925,6.604,7.003,6.998,4.925,4.703,5.183,0,7.942,0.692
2021-06-19T00:00:00Z,4.445,4.884,4.977,5.049,3.985,3.3,4.054,0.389,5.706,0.696
2021-06-20T00:00:00Z,6.237,6.763,6.627,6.825,5.966,4.336,5.901,0.057,7.682,0.699
2021-06-21T00:00:00Z,4.979,5.332,5.027,5.257,5.038,3.244,4.868,0,5.893,0.703
2021-06-22T00:00:00Z,7.128,7.545,6.85,7.274,7.577,4.358,7.177,0,8.121,0.707
2021-06-23T00:00:00Z,6.725,7.041,6.158,6.641,7.467,3.86,6.953,0.725,7.384,0.711
2021-06-24T00:00:00Z,5.708,5.915,4.987,5.462,6.591,3.078,6.045,20.105,6.049,0.714
2021-06-25T00:00:00Z,4.801,4.927,4.006,4.457,5.741,2.433,5.197,11.276,4.916,0.718
2021-06-26T00:00:00Z,4.33,4.407,3.692,4.076,5.07,2.373,4.62,0,4.499,0.717
2021-06-27T00:00:00Z,4.309,4.347,3.754,4.113,4.935,2.544,4.528,0,4.544,0.716
2021-06-28T00:00:00Z,4.369,4.368,3.891,4.23,4.888,2.771,4.518,0,4.677,0.715
2021-06-29T00:00:00Z,3.797,3.76,3.457,3.729,4.145,2.579,3.861,1.662,4.127,0.714
2021-06-30T00:00:00Z,2.946,2.888,2.742,2.936,3.133,2.138,2.944,2.011,3.252,0.713
2021-07-01T00:00:00Z,4.069,3.949,3.874,4.117,4.21,3.148,3.992,0,4.564,0.712
2021-07-02T00:00:00Z,4.366,4.192,4.251,4.484,4.387,3.594,4.201,0,4.976,0.711
2021-07-03T00:00:00Z,5.072,4.816,5.053,5.29,4.94,4.434,4.782,0,5.875,0.71
2021-07-04T00:00:00Z,5.014,4.767,4.964,5.18,4.876,4.641,4.65,0,5.744,0.711
2021-07-05T00:00:00Z,4.91,4.675,4.831,5.025,4.769,4.791,4.481,0,5.564,0.712
2021-07-06T00:00:00Z,5.305,5.056,5.188,5.377,5.144,5.436,4.763,0.476,5.946,0.714
2021-07-07T00:00:00Z,3.872,3.695,3.764,3.889,3.75,4.154,3.421,2.019,4.294,0.715
2021-07-08T00:00:00Z,5.143,4.914,4.971,5.119,4.974,5.76,4.472,0,5.643,0.716
2021-07-09T00:00:00Z,5.612,5.368,5.392,5.535,5.42,6.542,4.802,24.507,6.093,0.717
2021-07-10T00:00:00Z,3.829,3.667,3.658,3.743,3.694,4.637,3.225,5.85,4.115,0.718
2021-07-11T00:00:00Z,3.287,3.151,3.122,3.184,3.167,4.125,2.725,0,3.496,0.719
2021-07-12T00:00:00Z,4.848,4.653,4.58,4.656,4.665,6.294,3.956,0,5.104,0.72
2021-07-13T00:00:00Z,5.75,5.445,5.379,5.48,5.593,7.316,4.903,0,6.004,0.721
2021-07-14T00:00:00Z,6.625,6.189,6.137,6.266,6.512,8.26,5.887,78.325,6.86,0.722
2021-07-15T00:00:00Z,2.997,2.763,2.749,2.814,2.976,3.662,2.769,25.279,3.079,0.723
2021-07-16T00:00:00Z,4.49,4.084,4.079,4.183,4.503,5.374,4.305,0,4.575,0.725
2021-07-17T00:00:00Z,3.971,3.564,3.573,3.673,4.022,4.657,3.944,0.103,4.014,0.726
2021-07-18T00:00:00Z,4.334,3.839,3.863,3.979,4.432,4.979,4.451,0,4.346,0.727
2021-07-19T00:00:00Z,4.891,4.274,4.318,4.458,5.047,5.503,5.185,0,4.866,0.728
2021-07-20T00:00:00Z,4.84,4.283,4.317,4.477,4.946,5.378,5.074,0,4.886,0.728
2021-07-21T00:00:00Z,5.099,4.57,4.597,4.787,5.158,5.594,5.285,0,5.224,0.728
2021-07-22T00:00:00Z,5.761,5.231,5.25,5.492,5.767,6.237,5.901,0,5.992,0.728
2021-07-23T00:00:00Z,6.11,5.621,5.63,5.915,6.049,6.522,6.181,0,6.453,0.728
2021-07-24T00:00:00Z,5.617,5.237,5.234,5.524,5.497,5.908,5.609,0,6.024,0.728
2021-07-25T00:00:00Z,4.133,3.907,3.895,4.129,3.996,4.281,4.071,2.498,4.503,0.728
2021-07-26T00:00:00Z,5.107,4.895,4.869,5.186,4.876,5.205,4.959,0,5.654,0.728
2021-07-27T00:00:00Z,5.265,5.118,5.08,5.435,4.962,5.276,5.037,0,5.924,0.728
2021-07-28T00:00:00Z,5.388,6.047,5.682,5.821,4.968,5.189,3.945,0,6.373,0.722
2021-07-29T00:00:00Z,5.281,5.965,5.587,5.696,4.811,5.044,3.875,0,6.278,0.715
2021-07-30T00:00:00Z,5.569,6.331,5.91,5.996,5.011,5.275,4.096,0,6.654,0.708
2021-07-31T00:00:00Z,3.791,4.338,4.037,4.076,3.369,3.561,2.795,3.409,4.553,0.702
2021-08-01T00:00:00Z,4.146,4.776,4.429,4.45,3.637,3.861,3.064,0,5.006,0.695
2021-08-02T00:00:00Z,3.717,4.309,3.983,3.983,3.218,3.431,2.753,0,4.511,0.688
2021-08-03T00:00:00Z,3.84,4.482,4.129,4.108,3.28,3.513,2.851,0,4.684,0.681
2021-08-04T00:00:00Z,4.464,5.245,4.816,4.767,3.761,4.046,3.322,0,5.474,0.674
2021-08-05T00:00:00Z,4.811,5.56,5.258,5.133,4.138,4.333,3.553,0,5.869,0.679
2021-08-06T00:00:00Z,5.648,6.421,6.251,6.021,4.957,5.055,4.14,0,6.855,0.683
2021-08-07T00:00:00Z,5.271,5.893,5.906,5.613,4.717,4.688,3.834,17.31,6.364,0.687
2021-08-08T00:00:00Z,4.028,4.429,4.568,4.286,3.674,3.56,2.908,0,4.839,0.692
2021-08-09T00:00:00Z,4.737,5.122,5.436,5.036,4.402,4.161,3.394,8.881,5.662,0.696
2021-08-10T00:00:00Z,4.021,4.274,4.668,4.271,3.804,3.51,2.86,0.763,4.782,0.7
2021-08-11T00:00:00Z,5.862,6.126,6.883,6.221,5.643,5.085,4.138,0,6.937,0.704
2021-08-12T00:00:00Z,4.822,4.954,5.725,5.113,4.722,4.158,3.378,5.65,5.678,0.709
2021-08-13T00:00:00Z,2.807,2.898,3.342,2.979,2.735,2.433,1.983,0.989,3.314,0.707
2021-08-14T00:00:00Z,3.607,3.744,4.309,3.831,3.498,3.144,2.57,0,4.271,0.706
2021-08-15T00:00:00Z,4.003,4.175,4.795,4.255,3.863,3.508,2.876,0,4.752,0.705
2021-08-16T00:00:00Z,3.879,4.067,4.662,4.127,3.725,3.419,2.811,0,4.619,0.704
2021-08-17T00:00:00Z,4.062,4.281,4.896,4.325,3.881,3.6,2.968,0,4.85,0.702
2021-08-18T00:00:00Z,4.123,4.368,4.985,4.394,3.92,3.674,3.038,0,4.937,0.701
2021-08-19T00:00:00Z,3.524,3.752,4.274,3.759,3.333,3.157,2.619,0.869,4.231,0.7
2021-08-20T00:00:00Z,4.05,4.334,4.927,4.323,3.811,3.648,3.034,29.754,4.876,0.699
2021-08-21T00:00:00Z,3.591,3.863,4.383,3.837,3.362,3.253,2.713,0,4.337,0.697
2021-08-22T00:00:00Z,4.212,4.554,5.156,4.504,3.922,3.837,3.209,0,5.101,0.696
2021-08-23T00:00:00Z,5.503,5.981,6.758,5.89,5.097,5.04,4.227,0,6.683,0.695
2021-08-24T00:00:00Z,6.256,6.834,7.706,6.701,5.762,5.761,4.845,0,7.619,0.694
2021-08-25T00:00:00Z,4.562,5.009,5.637,4.891,4.179,4.224,3.562,0,5.572,0.692
2021-08-26T00:00:00Z,5.527,6.1,6.851,5.931,5.036,5.146,4.351,0,6.77,0.691
2021-08-27T00:00:00Z,5.581,6.192,6.94,5.994,5.057,5.225,4.43,0,6.856,0.69
2021-08-28T00:00:00Z,4.556,5.081,5.683,4.898,4.105,4.289,3.646,0.554,5.613,0.689
2021-08-29T00:00:00Z,2.313,2.464,2.705,2.377,2.167,2.246,1.936,0.469,2.735,0.684
2021-08-30T00:00:00Z,3.529,3.597,3.873,3.473,3.422,3.522,3.074,0,4.012,0.68
2021-08-31T00:00:00Z,3.698,3.612,3.812,3.49,3.699,3.784,3.337,7.401,4.047,0.676
2021-09-01T00:00:00Z,3.675,3.444,3.561,3.331,3.781,3.846,3.424,0,3.878,0.671
2021-09-02T00:00:00Z,4.201,3.783,3.83,3.662,4.433,4.488,4.029,62.418,4.28,0.667
2021-09-03T00:00:00Z,3.378,2.926,2.898,2.834,3.648,3.677,3.325,38.646,3.326,0.663
2021-09-04T00:00:00Z,1.821,1.519,1.471,1.472,2.008,2.017,1.835,4.094,1.735,0.658
2021-09-05T00:00:00Z,3.706,2.98,2.819,2.892,4.168,4.171,3.818,0,3.421,0.654
2021-09-06T00:00:00Z,5.007,4.236,4.009,4.079,5.537,5.474,5.052,0,4.814,0.656
2021-09-07T00:00:00Z,4.308,3.841,3.637,3.671,4.676,4.559,4.247,0,4.322,0.657
2021-09-08T00:00:00Z,3.743,3.524,3.338,3.343,3.979,3.818,3.595,0,3.926,0.659
2021-09-09T00:00:00Z,3.572,3.558,3.372,3.351,3.711,3.495,3.333,0,3.926,0.66
2021-09-10T00:00:00Z,3.985,4.21,3.99,3.936,4.033,3.716,3.597,0,4.601,0.662
2021-09-11T00:00:00Z,4.178,4.691,4.448,4.354,4.104,3.683,3.631,0,5.077,0.664
2021-09-12T00:00:00Z,4.236,5.069,4.808,4.672,4.022,3.495,3.523,0,5.435,0.665
2021-09-13T00:00:00Z,4.007,5.126,4.864,4.691,3.657,3.053,3.165,0,5.445,0.667
2021-09-14T00:00:00Z,1.998,2.4,2.398,2.179,1.627,1.727,1.312,0,2.578,0.651
2021-09-15T00:00:00Z,3.241,3.665,3.851,3.3,2.352,3.103,1.737,0,3.982,0.635
2021-09-16T00:00:00Z,3.988,4.255,4.696,3.799,2.573,4.155,1.701,0,4.676,0.619
